Date,Price,Open,High,Low,Vol.,Change %
2021-05-03,1792.36,"1,768.49","1,798.22","1,765.91",,1.34%
2021-05-04,1778.48,"1,792.29","1,799.38","1,770.84",,-0.77%
2021-05-05,1786.44,"1,778.91","1,788.35","1,769.95",,0.45%
2021-05-06,1815.18,"1,787.09","1,818.21","1,781.67",,1.61%
2021-05-07,1830.48,"1,815.48","1,843.45","1,812.90",,0.84%
2021-05-10,1835.44,"1,833.24","1,845.53","1,830.09",,0.27%
2021-05-11,1836.94,"1,834.58","1,842.32","1,817.68",,0.08%
2021-05-12,1815.44,"1,837.40","1,843.69","1,813.00",,-1.17%
2021-05-13,1826.57,"1,815.90","1,828.81","1,808.78",,0.61%
2021-05-14,1842.19,"1,826.49","1,845.55","1,819.79",,0.86%
2021-05-17,1866.13,"1,843.84","1,868.80","1,841.24",,1.30%
2021-05-18,1868.22,"1,866.59","1,875.40","1,862.94",,0.11%
2021-05-19,1869.57,"1,869.59","1,890.15","1,851.94",,0.07%
2021-05-20,1876.69,"1,869.74","1,884.12","1,863.53",,0.38%
2021-05-21,1880.3,"1,876.84","1,889.85","1,870.01",,0.19%
2021-05-24,1881.07,"1,882.34","1,887.44","1,875.19",,0.04%
2021-05-25,1899.26,"1,880.69","1,900.63","1,872.73",,0.97%
2021-05-26,1896.44,"1,899.49","1,913.15","1,890.34",,-0.15%
2021-05-27,1896.08,"1,896.49","1,903.87","1,888.22",,-0.02%
2021-05-28,1902.64,"1,897.05","1,905.90","1,881.84",,0.35%
2021-05-31,1906.36,"1,903.69","1,911.13","1,901.56",,0.20%
2021-06-01,1900.19,"1,907.53","1,916.84","1,892.28",,-0.32%
2021-06-02,1907.94,"1,900.05","1,909.34","1,894.05",,0.41%
2021-06-03,1870.57,"1,908.09","1,909.89","1,865.11",,-1.96%
2021-06-04,1889.97,"1,871.32","1,896.60","1,856.09",,1.04%
2021-06-07,1899.0,"1,888.49","1,900.41","1,880.88",,0.48%
2021-06-08,1892.82,"1,898.99","1,903.95","1,883.38",,-0.33%
2021-06-09,1888.3,"1,893.49","1,899.40","1,886.58",,-0.24%
2021-06-10,1898.14,"1,888.57","1,900.09","1,869.84",,0.52%
2021-06-11,1876.64,"1,898.42","1,903.30","1,874.07",,-1.13%
2021-06-14,1865.99,"1,874.59","1,878.21","1,844.57",,-0.57%
2021-06-15,1858.69,"1,866.26","1,869.67","1,851.28",,-0.39%
2021-06-16,1811.95,"1,858.96","1,862.43","1,804.19",,-2.51%
2021-06-17,1773.31,"1,812.18","1,825.58","1,766.88",,-2.13%
2021-06-18,1763.34,"1,772.73","1,797.24","1,761.04",,-0.56%
2021-06-21,1782.95,"1,764.44","1,786.75","1,764.44",,1.11%
2021-06-22,1778.51,"1,783.23","1,790.42","1,771.99",,-0.25%
2021-06-23,1778.73,"1,778.80","1,795.18","1,773.13",,0.01%
2021-06-24,1775.18,"1,779.01","1,788.56","1,772.67",,-0.20%
2021-06-25,1780.34,"1,775.46","1,790.60","1,773.27",,0.29%
2021-06-28,1778.18,"1,781.24","1,785.90","1,770.69",,-0.12%
2021-06-29,1761.09,"1,778.44","1,779.24","1,750.11",,-0.96%
2021-06-30,1769.8,"1,761.35","1,774.72","1,752.78",,0.49%
2021-07-01,1776.6,"1,770.06","1,783.07","1,765.47",,0.38%
2021-07-02,1786.79,"1,776.83","1,795.40","1,773.73",,0.57%
2021-07-05,1791.61,"1,787.69","1,795.69","1,784.09",,0.27%
2021-07-06,1796.69,"1,791.88","1,815.34","1,789.91",,0.28%
2021-07-07,1803.41,"1,796.96","1,810.13","1,793.64",,0.37%
2021-07-08,1802.56,"1,803.67","1,818.70","1,794.28",,-0.05%
2021-07-09,1807.98,"1,802.89","1,812.71","1,796.09",,0.30%
2021-07-12,1805.88,"1,807.94","1,811.04","1,791.21",,-0.12%
2021-07-13,1807.44,"1,806.17","1,817.51","1,798.54",,0.09%
2021-07-14,1827.06,"1,807.72","1,830.32","1,804.21",,1.09%
2021-07-15,1829.19,"1,827.35","1,833.99","1,820.07",,0.12%
2021-07-16,1810.89,"1,829.45","1,832.20","1,808.65",,-1.00%
2021-07-19,1812.34,"1,811.65","1,817.56","1,794.66",,0.08%
2021-07-20,1810.03,"1,812.61","1,825.27","1,805.06",,-0.13%
2021-07-21,1803.31,"1,810.32","1,814.02","1,794.18",,-0.37%
2021-07-22,1806.69,"1,803.58","1,808.34","1,792.11",,0.19%
2021-07-23,1801.34,"1,806.95","1,810.56","1,790.45",,-0.30%
2021-07-26,1797.27,"1,802.65","1,811.97","1,795.68",,-0.23%
2021-07-27,1798.73,"1,797.53","1,805.60","1,792.83",,0.08%
2021-07-28,1806.88,"1,799.00","1,809.90","1,792.60",,0.45%
2021-07-29,1827.95,"1,807.15","1,833.05","1,806.29",,1.17%
2021-07-30,1813.58,"1,828.21","1,831.63","1,809.48",,-0.79%
2021-08-02,1813.39,"1,814.34","1,819.94","1,805.12",,-0.01%
2021-08-03,1809.94,"1,813.64","1,815.18","1,806.73",,-0.19%
2021-08-04,1811.41,"1,810.60","1,832.10","1,806.54",,0.08%
2021-08-05,1804.01,"1,811.69","1,815.45","1,797.74",,-0.41%
2021-08-06,1762.69,"1,804.28","1,804.93","1,758.33",,-2.29%
2021-08-09,1729.46,"1,763.34","1,764.65","1,684.77",,-1.89%
2021-08-10,1728.71,"1,729.74","1,738.49","1,717.17",,-0.04%
2021-08-11,1751.56,"1,729.01","1,754.63","1,723.54",,1.32%
2021-08-12,1752.44,"1,751.66","1,758.62","1,741.29",,0.05%
2021-08-13,1779.15,"1,752.72","1,780.53","1,751.27",,1.52%
2021-08-16,1787.24,"1,778.44","1,789.51","1,770.38",,0.45%
2021-08-17,1785.96,"1,787.51","1,795.77","1,780.28",,-0.07%
2021-08-18,1787.59,"1,786.21","1,794.31","1,777.31",,0.09%
2021-08-19,1780.18,"1,788.05","1,792.56","1,774.20",,-0.41%
2021-08-20,1780.87,"1,780.44","1,788.85","1,777.96",,0.04%
2021-08-23,1805.2,"1,780.55","1,806.92","1,776.03",,1.37%
2021-08-24,1802.61,"1,805.61","1,810.03","1,799.73",,-0.14%
2021-08-25,1790.68,"1,802.86","1,803.57","1,782.45",,-0.66%
2021-08-26,1792.16,"1,791.09","1,798.61","1,779.48",,0.08%
2021-08-27,1816.67,"1,792.60","1,819.38","1,787.66",,1.37%
2021-08-30,1810.17,"1,817.55","1,823.38","1,807.28",,-0.36%
2021-08-31,1813.43,"1,810.26","1,819.43","1,801.47",,0.18%
2021-09-01,1813.66,"1,813.57","1,820.21","1,808.18",,0.01%
2021-09-02,1809.4,"1,813.92","1,817.53","1,804.48",,-0.23%
2021-09-03,1826.19,"1,809.98","1,834.55","1,808.53",,0.93%
2021-09-06,1823.1,"1,828.66","1,830.60","1,820.58",,-0.17%
2021-09-07,1794.13,"1,823.27","1,827.39","1,792.33",,-1.59%
2021-09-08,1788.93,"1,794.41","1,802.60","1,781.98",,-0.29%
2021-09-09,1794.69,"1,789.19","1,801.19","1,783.83",,0.32%
2021-09-10,1787.34,"1,794.61","1,804.15","1,786.53",,-0.41%
2021-09-13,1793.49,"1,788.55","1,798.66","1,783.73",,0.34%
2021-09-14,1804.27,"1,793.77","1,808.99","1,781.89",,0.60%
2021-09-15,1792.59,"1,804.53","1,807.30","1,790.28",,-0.65%
2021-09-16,1753.39,"1,794.34","1,796.71","1,745.04",,-2.19%
2021-09-17,1754.16,"1,753.67","1,768.22","1,747.07",,0.04%
2021-09-20,1763.88,"1,754.30","1,767.31","1,742.24",,0.55%
2021-09-21,1774.25,"1,764.19","1,782.07","1,757.61",,0.59%
2021-09-22,1767.91,"1,774.51","1,787.51","1,764.84",,-0.36%
2021-09-23,1742.57,"1,768.40","1,776.60","1,737.84",,-1.43%
2021-09-24,1749.86,"1,742.82","1,758.08","1,739.60",,0.42%
2021-09-27,1749.85,"1,751.24","1,761.29","1,744.19",,0.00%
2021-09-28,1733.68,"1,750.45","1,754.80","1,727.18",,-0.92%
2021-09-29,1726.11,"1,733.97","1,746.11","1,721.07",,-0.44%
2021-09-30,1756.66,"1,726.40","1,764.53","1,721.67",,1.77%
2021-10-01,1760.36,"1,756.91","1,764.40","1,749.36",,0.21%
2021-10-04,1769.51,"1,762.15","1,771.06","1,747.23",,0.52%
2021-10-05,1759.96,"1,769.75","1,771.03","1,748.56",,-0.54%
2021-10-06,1762.48,"1,760.45","1,765.78","1,745.45",,0.14%
2021-10-07,1755.29,"1,762.74","1,767.45","1,751.38",,-0.41%
2021-10-08,1756.67,"1,755.89","1,781.60","1,753.03",,0.08%
2021-10-11,1753.86,"1,757.34","1,761.36","1,749.68",,-0.16%
2021-10-12,1759.93,"1,754.12","1,769.78","1,750.47",,0.35%
2021-10-13,1792.65,"1,760.05","1,796.31","1,757.89",,1.86%
2021-10-14,1795.56,"1,792.75","1,800.91","1,786.22",,0.16%
2021-10-15,1767.26,"1,795.81","1,796.89","1,764.48",,-1.58%
2021-10-18,1764.6,"1,767.74","1,772.30","1,759.68",,-0.15%
2021-10-19,1768.87,"1,764.99","1,785.53","1,762.48",,0.24%
2021-10-20,1781.83,"1,769.28","1,788.68","1,766.50",,0.73%
2021-10-21,1782.76,"1,782.10","1,789.61","1,776.07",,0.05%
2021-10-22,1792.48,"1,782.89","1,814.22","1,782.46",,0.55%
2021-10-25,1807.47,"1,794.00","1,810.18","1,791.95",,0.84%
2021-10-26,1792.63,"1,807.90","1,808.50","1,781.98",,-0.82%
2021-10-27,1796.69,"1,793.04","1,799.38","1,782.83",,0.23%
2021-10-28,1798.62,"1,796.78","1,810.49","1,792.34",,0.11%
2021-10-29,1782.81,"1,799.03","1,801.49","1,771.70",,-0.88%
2021-11-01,1793.05,"1,783.24","1,796.20","1,778.89",,0.57%
2021-11-02,1787.28,"1,793.61","1,796.91","1,785.78",,-0.32%
2021-11-03,1769.52,"1,787.71","1,788.42","1,758.45",,-0.99%
2021-11-04,1791.7,"1,769.98","1,799.26","1,769.13",,1.25%
2021-11-05,1816.73,"1,792.14","1,818.61","1,785.17",,1.40%
2021-11-08,1824.26,"1,818.44","1,826.93","1,812.08",,0.41%
2021-11-09,1831.48,"1,824.74","1,833.08","1,817.70",,0.40%
2021-11-10,1849.57,"1,831.90","1,868.70","1,821.60",,0.99%
2021-11-11,1861.52,"1,849.69","1,866.35","1,842.66",,0.65%
2021-11-12,1864.04,"1,861.99","1,868.69","1,844.78",,0.14%
2021-11-15,1862.46,"1,868.15","1,870.57","1,855.73",,-0.09%
2021-11-16,1849.91,"1,862.94","1,877.40","1,849.16",,-0.67%
2021-11-17,1866.96,"1,850.34","1,868.32","1,849.38",,0.92%
2021-11-18,1858.46,"1,866.97","1,871.29","1,854.94",,-0.46%
2021-11-19,1844.6,"1,858.90","1,865.76","1,842.98",,-0.75%
2021-11-22,1805.04,"1,846.74","1,849.49","1,801.95",,-2.14%
2021-11-23,1789.73,"1,805.65","1,812.50","1,781.63",,-0.85%
2021-11-24,1788.5,"1,790.34","1,797.01","1,778.44",,-0.07%
2021-11-25,1788.45,"1,789.49","1,795.65","1,785.85",,0.00%
2021-11-26,1791.81,"1,788.70","1,815.78","1,780.79",,0.19%
2021-11-29,1785.01,"1,790.05","1,799.80","1,781.23",,-0.38%
2021-11-30,1773.78,"1,785.34","1,809.38","1,769.43",,-0.63%
2021-12-01,1782.66,"1,774.15","1,794.80","1,771.96",,0.50%
2021-12-02,1768.64,"1,783.05","1,783.58","1,761.68",,-0.79%
2021-12-03,1783.74,"1,768.84","1,786.44","1,765.63",,0.85%
2021-12-06,1778.11,"1,784.79","1,787.87","1,775.91",,-0.32%
2021-12-07,1784.04,"1,778.08","1,788.02","1,771.93",,0.33%
2021-12-08,1782.06,"1,784.40","1,793.60","1,779.45",,-0.11%
2021-12-09,1774.46,"1,782.49","1,788.05","1,772.80",,-0.43%
2021-12-10,1782.51,"1,774.94","1,789.47","1,769.43",,0.45%
2021-12-13,1786.94,"1,782.94","1,791.78","1,781.51",,0.25%
2021-12-14,1770.18,"1,787.19","1,789.74","1,766.31",,-0.94%
2021-12-15,1777.06,"1,770.49","1,781.04","1,753.84",,0.39%
2021-12-16,1799.03,"1,777.40","1,799.53","1,775.43",,1.24%
2021-12-17,1797.68,"1,799.55","1,814.63","1,795.67",,-0.07%
2021-12-20,1789.32,"1,799.40","1,804.32","1,787.98",,-0.47%
2021-12-21,1788.36,"1,789.74","1,800.85","1,784.58",,-0.05%
2021-12-22,1803.4,"1,788.94","1,805.13","1,785.41",,0.84%
2021-12-23,1807.91,"1,803.69","1,811.02","1,798.88",,0.25%
2021-12-24,1808.11,"1,808.19","1,812.70","1,801.61",,0.01%
2021-12-27,1810.9,"1,808.19","1,813.74","1,802.89",,0.15%
2021-12-28,1805.37,"1,811.84","1,820.70","1,804.38",,-0.31%
2021-12-29,1803.66,"1,805.59","1,808.16","1,788.94",,-0.09%
2021-12-30,1815.01,"1,803.99","1,817.44","1,795.78",,0.63%
2021-12-31,1828.39,"1,815.44","1,830.58","1,814.15",,0.74%
2022-01-03,1800.85,"1,830.14","1,832.06","1,797.93",,-1.51%
2022-01-04,1814.56,"1,801.34","1,816.83","1,798.44",,0.76%
2022-01-05,1809.53,"1,814.90","1,829.82","1,807.97",,-0.28%
2022-01-06,1788.68,"1,809.94","1,811.89","1,786.03",,-1.15%
2022-01-07,1795.63,"1,789.55","1,799.20","1,782.63",,0.39%
2022-01-10,1801.41,"1,795.41","1,802.57","1,790.43",,0.32%
2022-01-11,1822.01,"1,801.69","1,823.35","1,800.09",,1.14%
2022-01-12,1825.32,"1,822.49","1,828.33","1,814.20",,0.18%
2022-01-13,1822.09,"1,825.94","1,828.38","1,811.83",,-0.18%
2022-01-14,1817.22,"1,822.55","1,829.66","1,814.13",,-0.27%
2022-01-17,1818.99,"1,817.90","1,823.72","1,812.67",,0.10%
2022-01-18,1813.54,"1,819.77","1,823.01","1,805.53",,-0.30%
2022-01-19,1839.96,"1,813.69","1,843.72","1,809.97",,1.46%
2022-01-20,1838.36,"1,840.30","1,848.36","1,835.67",,-0.09%
2022-01-21,1833.24,"1,838.65","1,843.53","1,828.04",,-0.28%
2022-01-24,1843.06,"1,834.49","1,844.53","1,829.09",,0.54%
2022-01-25,1847.56,"1,843.34","1,853.98","1,834.64",,0.24%
2022-01-26,1818.12,"1,847.99","1,850.44","1,814.90",,-1.59%
2022-01-27,1796.51,"1,818.44","1,822.51","1,790.98",,-1.19%
2022-01-28,1791.03,"1,796.94","1,799.82","1,779.88",,-0.30%
2022-01-31,1796.47,"1,791.19","1,800.23","1,785.03",,0.30%
2022-02-01,1800.65,"1,796.72","1,809.16","1,795.13",,0.23%
2022-02-02,1806.5,"1,800.94","1,811.53","1,794.11",,0.32%
2022-02-03,1804.4,"1,807.19","1,809.22","1,788.39",,-0.12%
2022-02-04,1807.49,"1,804.80","1,815.44","1,790.94",,0.17%
2022-02-07,1820.31,"1,806.99","1,824.06","1,806.94",,0.71%
2022-02-08,1825.48,"1,820.59","1,829.09","1,815.06",,0.28%
2022-02-09,1832.43,"1,826.05","1,836.35","1,824.50",,0.38%
2022-02-10,1826.57,"1,832.94","1,842.35","1,821.46",,-0.32%
2022-02-11,1859.96,"1,827.25","1,865.63","1,820.79",,1.83%
2022-02-14,1870.29,"1,861.55","1,874.41","1,850.45",,0.56%
2022-02-15,1853.06,"1,870.94","1,879.89","1,844.27",,-0.92%
2022-02-16,1868.37,"1,853.40","1,873.16","1,849.94",,0.83%
2022-02-17,1897.27,"1,868.84","1,901.57","1,867.18",,1.55%
2022-02-18,1897.87,"1,897.94","1,902.84","1,886.16",,0.03%
2022-02-21,1905.63,"1,900.40","1,908.38","1,887.19",,0.41%
2022-02-22,1898.13,"1,905.89","1,914.44","1,891.16",,-0.39%
2022-02-23,1907.55,"1,898.44","1,911.00","1,889.23",,0.50%
2022-02-24,1903.14,"1,907.99","1,974.48","1,879.05",,-0.23%
2022-02-25,1887.56,"1,903.55","1,921.54","1,883.10",,-0.82%
2022-02-28,1907.9,"1,920.86","1,929.36","1,890.59",,1.08%
2022-03-01,1943.22,"1,908.19","1,950.45","1,900.93",,1.85%
2022-03-02,1926.11,"1,943.69","1,948.18","1,913.82",,-0.88%
2022-03-03,1935.21,"1,926.49","1,941.47","1,921.73",,0.47%
2022-03-04,1968.45,"1,935.65","1,970.80","1,929.78",,1.72%
2022-03-07,1998.11,"1,977.09","2,002.90","1,960.76",,1.51%
2022-03-08,2052.41,"1,998.30","2,070.29","1,981.00",,2.72%
2022-03-09,1991.49,"2,052.75","2,059.25","1,976.30",,-2.97%
2022-03-10,1995.86,"1,991.94","2,009.57","1,970.66",,0.22%
2022-03-11,1985.29,"1,996.15","1,999.22","1,958.80",,-0.53%
2022-03-14,1951.11,"1,985.49","1,990.33","1,949.87",,-1.72%
2022-03-15,1917.84,"1,951.02","1,954.95","1,906.73",,-1.71%
2022-03-16,1927.93,"1,918.10","1,929.87","1,895.22",,0.53%
2022-03-17,1942.64,"1,927.56","1,950.10","1,923.40",,0.76%
2022-03-18,1921.09,"1,942.90","1,945.51","1,917.93",,-1.11%
2022-03-21,1935.95,"1,922.24","1,940.69","1,918.01",,0.77%
2022-03-22,1921.44,"1,935.86","1,938.59","1,910.89",,-0.75%
2022-03-23,1943.38,"1,922.35","1,948.55","1,915.32",,1.14%
2022-03-24,1957.48,"1,944.88","1,966.19","1,937.18",,0.73%
2022-03-25,1957.4,"1,957.49","1,964.49","1,943.55",,0.00%
2022-03-28,1923.2,"1,958.75","1,959.36","1,916.83",,-1.75%
2022-03-29,1919.19,"1,922.95","1,929.41","1,890.03",,-0.21%
2022-03-30,1933.06,"1,920.07","1,938.53","1,915.74",,0.72%
2022-03-31,1937.23,"1,932.80","1,949.92","1,918.98",,0.22%
2022-04-01,1924.3,"1,937.51","1,939.99","1,917.56",,-0.67%
2022-04-04,1932.44,"1,924.94","1,937.05","1,915.55",,0.42%
2022-04-05,1923.76,"1,933.38","1,944.73","1,917.74",,-0.45%
2022-04-06,1925.48,"1,923.69","1,933.65","1,915.24",,0.09%
2022-04-07,1932.17,"1,925.32","1,938.07","1,920.27",,0.35%
2022-04-08,1945.85,"1,931.92","1,948.46","1,927.38",,0.71%
2022-04-11,1953.43,"1,947.15","1,969.41","1,940.05",,0.39%
2022-04-12,1966.59,"1,953.99","1,978.63","1,949.48",,0.67%
2022-04-13,1977.72,"1,967.21","1,981.82","1,962.59",,0.57%
2022-04-14,1973.52,"1,977.78","1,980.81","1,960.90",,-0.21%
2022-04-15,1974.54,"1,974.28","1,975.69","1,973.05",,0.05%
2022-04-18,1978.5,"1,972.84","1,998.60","1,971.05",,0.20%
2022-04-19,1949.84,"1,979.19","1,982.31","1,943.80",,-1.45%
2022-04-20,1957.41,"1,950.34","1,958.57","1,939.16",,0.39%
2022-04-21,1951.49,"1,957.84","1,958.00","1,936.79",,-0.30%
2022-04-22,1929.73,"1,951.49","1,955.93","1,926.52",,-1.12%
2022-04-25,1897.69,"1,931.09","1,934.71","1,891.05",,-1.66%
2022-04-26,1905.56,"1,897.95","1,911.50","1,895.38",,0.41%
2022-04-27,1886.12,"1,905.45","1,907.25","1,881.39",,-1.02%
2022-04-28,1894.34,"1,886.14","1,897.32","1,872.19",,0.44%
2022-04-29,1896.4,"1,894.43","1,919.97","1,892.25",,0.11%
2022-05-02,1862.77,"1,896.09","1,900.10","1,854.74",,-1.77%
2022-05-03,1867.79,"1,863.05","1,878.19","1,850.33",,0.27%
2022-05-04,1880.92,"1,868.04","1,889.74","1,861.17",,0.70%
2022-05-05,1876.84,"1,881.47","1,910.03","1,872.48",,-0.22%
2022-05-06,1882.96,"1,877.30","1,892.93","1,865.84",,0.33%
2022-05-09,1853.92,"1,883.80","1,885.95","1,851.36",,-1.54%
2022-05-10,1838.14,"1,853.74","1,865.76","1,835.46",,-0.85%
2022-05-11,1852.12,"1,838.41","1,857.99","1,831.83",,0.76%
2022-05-12,1821.72,"1,852.58","1,859.30","1,820.93",,-1.64%
2022-05-13,1811.15,"1,822.48","1,829.06","1,799.24",,-0.58%
2022-05-16,1823.79,"1,811.05","1,827.23","1,786.95",,0.70%
2022-05-17,1814.67,"1,824.18","1,836.55","1,812.68",,-0.50%
2022-05-18,1815.61,"1,815.20","1,825.02","1,807.30",,0.05%
2022-05-19,1841.72,"1,816.60","1,849.46","1,810.55",,1.44%
2022-05-20,1845.68,"1,842.12","1,849.59","1,832.35",,0.22%
2022-05-23,1853.22,"1,846.53","1,865.65","1,844.08",,0.41%
2022-05-24,1865.9,"1,853.59","1,869.99","1,849.06",,0.68%
2022-05-25,1852.83,"1,865.09","1,868.40","1,842.94",,-0.70%
2022-05-26,1850.02,"1,853.48","1,854.71","1,841.14",,-0.15%
2022-05-27,1852.73,"1,850.48","1,862.30","1,847.76",,0.15%
2022-05-30,1856.21,"1,852.19","1,864.34","1,847.92",,0.19%
2022-05-31,1837.09,"1,856.40","1,857.69","1,834.90",,-1.03%
2022-06-01,1845.55,"1,837.37","1,850.40","1,828.28",,0.46%
2022-06-02,1868.13,"1,846.44","1,870.69","1,843.76",,1.22%
2022-06-03,1850.77,"1,868.53","1,874.30","1,847.02",,-0.93%
2022-06-06,1841.0,"1,850.29","1,858.15","1,840.50",,-0.53%
2022-06-07,1851.97,"1,841.60","1,855.86","1,836.73",,0.60%
2022-06-08,1853.26,"1,852.51","1,859.90","1,844.35",,0.07%
2022-06-09,1847.61,"1,853.53","1,855.52","1,839.60",,-0.30%
2022-06-10,1870.96,"1,848.09","1,876.47","1,825.02",,1.26%
2022-06-13,1818.77,"1,875.80","1,877.38","1,818.90",,-2.79%
2022-06-14,1808.1,"1,819.10","1,832.19","1,804.65",,-0.59%
2022-06-15,1833.38,"1,808.35","1,841.74","1,807.24",,1.40%
2022-06-16,1856.71,"1,833.99","1,857.91","1,815.95",,1.27%
2022-06-17,1839.35,"1,857.34","1,858.29","1,833.72",,-0.93%
2022-06-20,1838.29,"1,840.40","1,846.42","1,834.49",,-0.06%
2022-06-21,1832.56,"1,838.37","1,844.15","1,828.29",,-0.31%
2022-06-22,1837.39,"1,832.96","1,848.44","1,823.23",,0.26%
2022-06-23,1822.43,"1,837.87","1,846.19","1,821.88",,-0.81%
2022-06-24,1826.18,"1,822.88","1,832.15","1,816.70",,0.21%
2022-06-27,1822.73,"1,838.15","1,841.34","1,820.40",,-0.19%
2022-06-28,1819.69,"1,822.85","1,830.09","1,818.20",,-0.17%
2022-06-29,1817.11,"1,819.95","1,833.24","1,812.10",,-0.14%
2022-06-30,1806.89,"1,817.80","1,825.90","1,802.20",,-0.56%
